"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5033-Nb-038","Schaufenster Filiale LVZ: ""Hinaus ins Freie""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-039","Schaufenster Filiale LVZ: ""Veltliner Weine""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-040","Schaufenster Filiale LVZ: ""Walliser Weine""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-041","Schaufenster Filiale LVZ: ""Der gute Walliser Weinwein""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-042","Schaufenster Filiale LVZ: ""Weissweine""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-043","Schaufenster Filiale LVZ: ""Zahn- und ...pflege""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-044","Schaufenster Filiale LVZ: ""Dörrobst / Dörrgemüse""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-045","Schaufenster Filiale LVZ: Mann beim Einrichten von ""Dörrobst / Dörrgemüse""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-046","Schaufenster Filiale LVZ: ""Es feins Birchermüesli g'sund für jung und alt""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-047","Schaufenster Filiale LVZ: ""Vollei-Pulver naturrein, aus getrockneten Frischeiern""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-048","Schaufenster Filiale LVZ: Früchte","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-049","Schaufenster Filiale LVZ: ""Eptinger für Ihre Gesundheit""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-050","Schaufenster Filiale LVZ: ""Weissenburger, gesund, erfrischend, nie-kältend""","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-051","Schaufenster Filiale LVZ: Weissenburger Mineralwasser","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-052","Schaufenster Filiale LVZ: Elmer-Citro","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-053","Schaufenster Filiale LVZ: Schiffe von der Kaffee-Werbung","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-055","Selbstbedienungsrestaurant, ca. 1980","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-059","Selbstbedienungswagen beim Einbiegen in eine Quartierstrasse","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-060","Mann in der Befehlszentrale einer Abfüllanlage","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-061","An der Tankstelle: Auftanken eines VW Käfer","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-063","Selbstbedienungswagen","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-064","Selbstbedienungswagen","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-065","Coop Lastwagen ""Unsere Leistung Ihr Gewinn""","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-066","Coop Lastwagen ""Milchprodukte""","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-068","Heizöl Diesel Öl Lastwagen","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-069","Heizöl Benzin Lastwagen wird betankt","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-070","Heizöl Benzin Lastwagen wird betankt","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-071","Heizöl-Lieferung","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-072","Heizöl Benzin Lastwagen","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-076","Paar beim Einkauf vor dem Gemüseregal","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-077","Paar in der Metzgerei","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-079","Paar beim Einkaufen in der Milchprodukteabteilung","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-080","Paar beim Einkaufen","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-081","Situation in einer Coop-Filiale, Milchprodukte","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-073","Kassiererin","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-074","Kassiererin","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-075","Käser bei der Käsepflege","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-078","Metzger bei der Arbeit","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-054","Selbstbedienungsrestaurant, ca. 1980","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-056","Verkäuferin in der Metzgerei beim Drappieren von Trockenwürsten","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-057","Metzger beim Zuschneiden von Schweinsnierstückplätzli","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-058","Verkäuferin und Kind vor dem Schokoladeregal","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-062","An der Tankstelle: Kontrolle bei einem VW Käfer","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nb-067","VW Käfer in der Waschstrasse","Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-041","Schaufenster Filiale LVZ: ""de Frühlig chunt""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-049","Schaufenster Filiale LVZ: Tabake","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-022","Schaufenster Filiale LVZ: ""Günstige Preise und erst noch 8% in Marken""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-004","Schaufenster Filiale LVZ: ""Guet's Brot Schmackhaft's Brot! Chüschtig's Brot! LÄBES Brot und erst noch 8% billiger!""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-019","Schaufenster Filiale LVZ: Tee","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-071","Schaufenster Filiale LVZ: ""Schweizer Woche - Ehret einheimisches Schaffen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-086","Schaufenster Filiale LVZ: ""Proviant für Ferien und Reisen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-036","Schaufenster Filiale LVZ","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-073","Schaufenster Filiale LVZ: ""Beim Kauf einer Tafel Schokolade im Betrage von 75 bis 85 cts unserer ausgezeichneten Marke erhalten Sie gratis einen Mohrenkopf""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-085","Schaufenster Filiale LVZ: ""Touren-Proviant""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-053","Schaufenster Filiale LVZ: Gemüse ""Täglich frisch mit 8%""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-101","Schaufenster Filiale LVZ: ""Benkener 1941"" Wein","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-108","Schaufenster Filiale LVZ: ""Herrenberger Süssdruck""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-017","Schaufenster Filiale LVZ: ""Viermal Kaffee, jedesmal ein Genuss""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-099","Schaufenster Filiale LVZ: ""5x Susy - das rassige Fruchtsaftgetränk""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-078","Schaufenster Filiale LVZ: ""4 Vorteile mit LVZ Frisch-Eier-Teigwaren""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-080","Schaufenster Filiale LVZ: ""Ah Teigwaren vom LVZ""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-046","Schaufenster Filiale LVZ: ""Zum Waschen - zum Putzen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-084","Schaufenster Filiale LVZ: ""Frisch-Eier-Nudeln""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-087","Schaufenster Filiale LVZ: ""LVZ Proviant""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-035","Schaufenster Filiale LVZ: ""Hütt gits zum Dessert e feine Schoggicrème""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-081","Schaufenster Filiale LVZ: ""Spezial Apfelsaft vergoren""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-027","Schaufenster Filiale LVZ: Verschiedene Fischkonserven","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-001","Schaufenster Filiale LVZ: ""Jetzt Früchteschnitten mit Qualitäts-Zwieback""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-098","Schaufenster Filiale LVZ: ""Mit Fox geht es leichter"", Waschmittel","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-107","Schaufenster Filiale LVZ: ""Reelle Weine - Preiswerte Weine""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-002","Schaufenster Filiale LVZ: ""Spezialbrote""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-037","Schaufenster Filiale LVZ: ""Sammlung zugunsten kriegsgeschädigter Genossenschaften und der Schweizerspende an das Ausland""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-039","Schaufenster Filiale LVZ: Geschirr und Dessous","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-045","Schaufenster Filiale LVZ: ""Solo"" Waschmittel","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-040","Schaufenster Filiale LVZ: ""Erfrischende Getränke""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-044","Schaufenster Filiale LVZ: Früchtekonserven, Meringues, Zwieback","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-061","Schaufenster Filiale LVZ: ""Schweizer Schokolade - Auf der ganzen Welt beliebt und begehrt""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-032","Schaufenster Filiale LVZ: ""Weissenburger erfrischend gesund nie-kältend""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-052","Schaufenster Filiale LVZ: Rauchwaren","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-115","Schaufenster Filiale LVZ: ""2x täglich Bingo"" Zahnpaste","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-003","VW-Bus LVZ, ca. 1960","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-088","Schaufenster Filiale LVZ: ""Ferien- und Reiseproviant""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-020","Schaufenster Filiale LVZ: ""das isch Kafi - jedesmal ein Genuss""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-038","Schaufenster Filiale LVZ: ""Kaufhaus St. Annahof""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-119","Schaufenster Filiale LVZ: Forsanose, Ovomaltine, Zwieback und andere Produkte","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-120","Schaufenster Filiale LVZ: ""Susy"" Süssgetränke","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-118","Schaufenster Filiale LVZ: ""The new 5"" Rasierklingen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-121","Schaufenster Filiale LVZ: Warenkorb mit diversen LVZ-Produkten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-011","Schaufenster Filiale LVZ: Neujahrsfenster 1944","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-010","Schaufenster Filiale LVZ: ""Alles zum Chüchle""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-008","Schaufenster Filiale LVZ: ""Ein paar Tropfen genügen. Maggi-Würze""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-012","Schaufenster Filiale LVZ: Fasnacht 1951","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-110","Schaufenster Filiale LVZ: Coop Traubensaft","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-104","Schaufenster Filiale LVZ: ""Fendant '52""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-075","Schaufenster Filiale LVZ: ""Schweizer Woche - Ehret einheimisches Schaffen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-005","Schaufenster Filiale LVZ: ""Erkältet? Hustenbonbons helfen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-055","Schaufenster Filiale LVZ: ""Rauchwaren mit 8% Rückvergütung""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-009","Schaufenster Filiale LVZ: ""1943""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-072","Schaufenster Filiale LVZ: ""Schweizer Woche""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-025","Schaufenster Filiale LVZ: Gemüse Kompotte Konserven Konfitüren","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-018","Schaufenster Filiale LVZ: LVZ Kaffee","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-068","Schaufenster Filiale LVZ: ""Schweizer Woche - Ehret einheimisches Schaffen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-076","Schaufenster Filiale LVZ: ""Führend im Preisabschlag"", Schuhe","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-065","Schaufenster Filiale LVZ: ""Schweizer Woche - Ehret einheimisches Schaffen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-114","Schaufenster Filiale LVZ: ""Putz deine Zähne""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-112","Schaufenster Filiale LVZ: ""The new 5"" Rasierklingen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-066","Schaufenster Filiale LVZ: ""Schweizer Woche - Ehret einheimisches Schaffen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-013","Schaufenster Filiale LVZ: LVZ kaffee","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-026","Schaufenster Filiale LVZ: Sardellen Thon","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-092","Schaufenster Filiale LVZ: ""Angora - das hochaktive Feinwaschmittel""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-054","Schaufenster Filiale LVZ: ""Flandor Pudding""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Nc-048","Schaufenster Filiale LVZ: ""Alles wird hier sein von Nutzen - beim Scheuern wie beim Putzen""","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton"
