"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5033-Fd-004","Mann beim Schaufeln von Kohle mit einer grossen Schaufel in einem Eisenbahnwaggon","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Mann beim Schaufeln von Kohle mit einer grossen Schaufel in einem Eisenbahnwaggon","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Arbeiter auf einem Haufen von Brennmaterial: Kohle","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Mann beim Bündeln von Holz in einem Brennholz-Lager","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Arbeiter mit Schaufel auf einem Haufen von Brennmaterial","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Mann mit nacktem Oberkörper beim Schleppen eines Sacks über dem Kopf","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Mann auf einer Holzrampe beim Schleppen eines grossen Sackes über dem Kopf","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Transportanlage mit Förderband für Kohle oder andere Brennstoffe","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Männer schleppen gefüllte Säcke","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Mann bei der Arbeit an einem Rohr","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-005","Mann bei der Arbeit auf einem Heizöl-Transportfahrzeug","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-006","Mann beim Abfüllen von Brennstoff in Kanister","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-006","Lager mit Brennstoff-Kanister","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-006","Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-006","Wartender Chauffer im Verkaufswagen des Lebensmittelvereins Zürich in einem Wohnquartier","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-006","Ein Mann und eine Frau betreten gleichzeitig einen Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-006","Parkierte Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-006","Verkaufswagen des Lebensmittelvereins Zürich neben einer Wiese","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-006","Junge beim Verlassen, Mädchen beim Betreten eines Verkaufswagens des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-006","Verkaufswagen des Lebensmittelvereins Zürich: Frauen beim Einkaufen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-006","Mann mit Glasflasche und Zigaretten beim Verlassen eines Verkaufswagens des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Verkaufswagen des Lebensmittelvereins Zürich: Mutter mit Kind beim Einkaufen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Kunden vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Angestellter beim Tragen einer Holzkiste mit leeren Flaschen und alte Frau vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Frau mit Kind beim Verlassen eines Verkaufswagen des Lebensmittelvereins Zürich, im Vordergrund lachende alte Frau","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Kundinnen vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Arzt beim Impfen einer Mitarbeiterin in einem leeren Verkaufswagen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Verkaufswagen des Lebensmittelvereins Zürich: Frau beim Einkaufen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Frau mit Kindern vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Frauen beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-007","Angestellter beim Sprechen mit einer Kundin vor der Früchte-Auslage vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Frauen beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Frauen beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Führerstand in einem Verkaufswagen des Lebensmittelvereins Zürich - Chauffeur am Fahren und Kassierin","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Führerstand in einem Verkaufswagen des Lebensmittelvereins Zürich - Lachender Chauffeur am Lenkrad","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Arzt beim Impfen eines Mitarbeiters in einem leeren Verkaufswagen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Personen beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Angestellter und weitere Personen auf den Trittbrettern eines Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960;1959","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Angestellter und Frau helfen einem kleinen Mädchen aus dem Verkaufswagen des Lebensmittelvereins Zürich, weitere Kinder schauen zu","Neuzeit;20. Jh.;1951-2000;1951-1960;1959","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Kundin beim Begutachten eines Früchtekorbes vor einem Verkaufswagen des Lebensmittelvereins Zürich, weitere Kisten mit Ware und Werbetafeln","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-008","Mann (Angestellter?) und Kind beim Einkaufen im Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Frauen beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Frau beim Einkaufen und Angestellter im Gespräch in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Frau beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Angesteller beim Bedienen einer Kundin in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Angesteller beim Beraten einer Kundin in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Frau beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Frau beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Angestellte beim Einkassieren und Kundin beim Füllen ihres Einkaufkorbes in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Frau beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-009","Frau beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Angestellte beim Einkassieren und Kundin beim Füllen ihres Einkaufkorbes in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Angestellte beim Einkassieren und Kundin beim Füllen ihres Einkaufkorbes in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Frau beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Männer beim Einräumen der Regale in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Blick ins Wageninnere eines Verkaufswagens des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Kinder vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Kinder beim Betreten eines Verkaufswagens des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Kinder vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-010","Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Kinder vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Kinder vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Kinder und Passanten vor einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Blick aus einem Verkaufswagen des Lebensmittelvereins Zürich auf einen Verkaufswagen der Migros und Passanten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Verkaufswagen des Lebensmittelvereins Zürich in einem Wohnquartier","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Vermutlich fahrender Verkaufswagen des Lebensmittelvereins Zürich, daneben kleines Kind auf einem Dreirad","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-011","Kind beim Einkaufen in einem Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-012","Angesteller mit Kundin vor Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-012","Verkaufswagen des Lebensmittelvereins Zürich in einem Wohnquartier","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-012","Verkaufswagen des Lebensmittelvereins Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-012","Frauen besichtigen Butter-""Mödeli""-Maschine, die in der Stunde 2700 Packungen Butter formt und verpackt","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fd-012","Frauen auf einer Betriebsbesichtigung, 1957","Neuzeit;20. Jh.;1951-2000;1951-1960;1957","Europa;Schweiz"
"Sozarch_F_5033-Fd-012","Frauen auf einer Betriebsbesichtigung, 1957","Neuzeit;20. Jh.;1951-2000;1951-1960;1957","Europa;Schweiz"
"Sozarch_F_5033-Fd-012","Mann beim Überreichen eines Blumenstrausses, Jubiläum 75 Jahre Lebensmittelverein Zürich 1953","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-012","Zwei Männer sprechen miteinander, Jubiläum 75 Jahre Lebensmittelverein Zürich 1953","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-012","Frauen stehen bei einem Grill mit Würsten, Jubiläum 75 Jahre Lebensmittelverein Zürich 1953","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-012","Bauchredner mit Puppe und Zuschauer, Jubiläum 75 Jahre Lebensmittelverein Zürich 1953","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 75 Jahre Lebensmittelverein Zürich 1953: Festwirtschaft im Freien mit Ballonen und Genfer Flagge","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 75 Jahre Lebensmittelverein Zürich 1953: Fahnenstange mit Ballonen und Flaggen","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Emilie Lieberherr und zwei Männern sprache am Festakt miteinander","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Besucher beim Anstehen am Eingang","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Besucher und Plakatausstellung, vermutlich im Kongresshaus Zürich","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Besucher und Plakatausstellung, vermutlich im Kongresshaus Zürich","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Besucher beim Anstehen am Eingang","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Besucher auf Sitzreihen im Hallenstadion Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Aufnahme der Besucher auf Sitzreihen und die Bühne mit Redner im Hallenstadion Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-013","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Besucher bei der Essensausgabe im Hallenstadion","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 90 Jahre Lebensmittelverein Zürich 1968: Aufnahme der Besucher auf Sitzreihen und die Bühne mit Redner im Hallenstadion Zürich","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Emilie Lieberherr als Festrednerin","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Festredner","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Festredner","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Festredner","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Festredner","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Emilie Lieberherr im Gespräch mit weiteren Personen","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Drei Männer sprechen miteinander","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Emilie Lieberherr sitzend im Gespräch mit zwei Männern","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-014","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Band beim Spielen auf der Bühne","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Orchester und Publikum in der Tonhalle Zürich","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Orchester und Publikum in der Tonhalle Zürich","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Männer sprechen bei einem Essen miteinander","Neuzeit;20. Jh.;1951-2000;1971-1980;1978","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-015","Jubiläum 100 Jahre Lebensmittelverein Zürich 1978: Männer sprechen bei einem Essen miteinander","Neuzeit;20. Jh.;1951-2000;1961-1970;1968","Europa;Schweiz;Zürich, Kanton;Z"
